0	5
0.25	5.154133313
0.5	5.61558297
0.75	6.38150398
1	7.447174185
1.25	8.806023374
1.5	10.44967379
1.75	12.36799178
2	14.54915028
2.25	16.97970172
2.5	19.64466094
2.75	22.52759758
3	25.61073739
3.25	28.87507176
3.5	32.30047501
3.75	35.86582838
4	39.54915028
4.25	43.32773181
4.5	47.17827675
4.75	51.07704521
5	55
5.25	58.92295479
5.5	62.82172325
5.75	66.67226819
6	70.45084972
6.25	74.13417162
6.5	77.69952499
6.75	81.12492824
7	84.38926261
7.25	87.47240242
7.5	90.35533906
7.75	93.02029828
8	95.45084972
8.25	97.63200822
8.5	99.55032621
8.75	101.1939766
9	102.5528258
9.25	103.618496
9.5	104.384417
9.75	104.8458667
10	105
10.25	104.8458667
10.5	104.384417
10.75	103.618496
11	102.5528258
11.25	101.1939766
11.5	99.55032621
11.75	97.63200822
12	95.45084972
12.25	93.02029828
12.5	90.35533906
12.75	87.47240242
13	84.38926261
13.25	81.12492824
13.5	77.69952499
13.75	74.13417162
14	70.45084972
14.25	66.67226819
14.5	62.82172325
14.75	58.92295479
15	55
15.25	51.07704521
15.5	47.17827675
15.75	43.32773181
16	39.54915028
16.25	35.86582838
16.5	32.30047501
16.75	28.87507176
17	25.61073739
17.25	22.52759758
17.5	19.64466094
17.75	16.97970172
18	14.54915028
18.25	12.36799178
18.5	10.44967379
18.75	8.806023374
19	7.447174185
19.25	6.38150398
19.5	5.61558297
19.75	5.154133313
20	5
20.25	5.154133313
20.5	5.61558297
20.75	6.38150398
21	7.447174185
21.25	8.806023374
21.5	10.44967379
21.75	12.36799178
22	14.54915028
22.25	16.97970172
22.5	19.64466094
22.75	22.52759758
23	25.61073739
23.25	28.87507176
23.5	32.30047501
23.75	35.86582838
24	39.54915028
24.25	43.32773181
24.5	47.17827675
24.75	51.07704521
25	55
25.25	58.92295479
25.5	62.82172325
25.75	66.67226819
26	70.45084972
26.25	74.13417162
26.5	77.69952499
26.75	81.12492824
27	84.38926261
27.25	87.47240242
27.5	90.35533906
27.75	93.02029828
28	95.45084972
28.25	97.63200822
28.5	99.55032621
28.75	101.1939766
29	102.5528258
29.25	103.618496
29.5	104.384417
29.75	104.8458667
30	105
30.25	104.8458667
30.5	104.384417
30.75	103.618496
31	102.5528258
31.25	101.1939766
31.5	99.55032621
31.75	97.63200822
32	95.45084972
32.25	93.02029828
32.5	90.35533906
32.75	87.47240242
33	84.38926261
33.25	81.12492824
33.5	77.69952499
33.75	74.13417162
34	70.45084972
34.25	66.67226819
34.5	62.82172325
34.75	58.92295479
35	55
35.25	51.07704521
35.5	47.17827675
35.75	43.32773181
36	39.54915028
36.25	35.86582838
36.5	32.30047501
36.75	28.87507176
37	25.61073739
37.25	22.52759758
37.5	19.64466094
37.75	16.97970172
38	14.54915028
38.25	12.36799178
38.5	10.44967379
38.75	8.806023374
39	7.447174185
39.25	6.38150398
39.5	5.61558297
39.75	5.154133313
40	5
40.25	5.154133313
40.5	5.61558297
40.75	6.38150398
41	7.447174185
41.25	8.806023374
41.5	10.44967379
41.75	12.36799178
42	14.54915028
42.25	16.97970172
42.5	19.64466094
42.75	22.52759758
43	25.61073739
43.25	28.87507176
43.5	32.30047501
43.75	35.86582838
44	39.54915028
44.25	43.32773181
44.5	47.17827675
44.75	51.07704521
45	55
45.25	58.92295479
45.5	62.82172325
45.75	66.67226819
46	70.45084972
46.25	74.13417162
46.5	77.69952499
46.75	81.12492824
47	84.38926261
47.25	87.47240242
47.5	90.35533906
47.75	93.02029828
48	95.45084972
48.25	97.63200822
48.5	99.55032621
48.75	101.1939766
49	102.5528258
49.25	103.618496
49.5	104.384417
49.75	104.8458667
50	105
50.25	104.8458667
50.5	104.384417
50.75	103.618496
51	102.5528258
51.25	101.1939766
51.5	99.55032621
51.75	97.63200822
52	95.45084972
52.25	93.02029828
52.5	90.35533906
52.75	87.47240242
53	84.38926261
53.25	81.12492824
53.5	77.69952499
53.75	74.13417162
54	70.45084972
54.25	66.67226819
54.5	62.82172325
54.75	58.92295479
55	55
55.25	51.07704521
55.5	47.17827675
55.75	43.32773181
56	39.54915028
56.25	35.86582838
56.5	32.30047501
56.75	28.87507176
57	25.61073739
57.25	22.52759758
57.5	19.64466094
57.75	16.97970172
58	14.54915028
58.25	12.36799178
58.5	10.44967379
58.75	8.806023374
59	7.447174185
59.25	6.38150398
59.5	5.61558297
59.75	5.154133313
60	5
60.25	5.154133313
60.5	5.61558297
60.75	6.38150398
61	7.447174185
61.25	8.806023374
61.5	10.44967379
61.75	12.36799178
62	14.54915028
62.25	16.97970172
62.5	19.64466094
62.75	22.52759758
63	25.61073739
63.25	28.87507176
63.5	32.30047501
63.75	35.86582838
64	39.54915028
64.25	43.32773181
64.5	47.17827675
64.75	51.07704521
65	55
65.25	58.92295479
65.5	62.82172325
65.75	66.67226819
66	70.45084972
66.25	74.13417162
66.5	77.69952499
66.75	81.12492824
67	84.38926261
67.25	87.47240242
67.5	90.35533906
67.75	93.02029828
68	95.45084972
68.25	97.63200822
68.5	99.55032621
68.75	101.1939766
69	102.5528258
69.25	103.618496
69.5	104.384417
69.75	104.8458667
70	105
70.25	104.8458667
70.5	104.384417
70.75	103.618496
71	102.5528258
71.25	101.1939766
71.5	99.55032621
71.75	97.63200822
72	95.45084972
72.25	93.02029828
72.5	90.35533906
72.75	87.47240242
73	84.38926261
73.25	81.12492824
73.5	77.69952499
73.75	74.13417162
74	70.45084972
74.25	66.67226819
74.5	62.82172325
74.75	58.92295479
75	55
75.25	51.07704521
75.5	47.17827675
75.75	43.32773181
76	39.54915028
76.25	35.86582838
76.5	32.30047501
76.75	28.87507176
77	25.61073739
77.25	22.52759758
77.5	19.64466094
77.75	16.97970172
78	14.54915028
