0	5
1	7.447174185
2	14.54915028
3	25.61073739
4	39.54915028
5	55
6	70.45084972
7	84.38926261
8	95.45084972
9	102.5528258
10	105
11	102.5528258
12	95.45084972
13	84.38926261
14	70.45084972
15	55
16	39.54915028
17	25.61073739
18	14.54915028
19	7.447174185
20	5
21	7.447174185
22	14.54915028
23	25.61073739
24	39.54915028
25	55
26	70.45084972
27	84.38926261
28	95.45084972
29	102.5528258
30	105
31	102.5528258
32	95.45084972
33	84.38926261
34	70.45084972
35	55
36	39.54915028
37	25.61073739
38	14.54915028
39	7.447174185
40	5
41	7.447174185
42	14.54915028
43	25.61073739
44	39.54915028
45	55
46	70.45084972
47	84.38926261
48	95.45084972
49	102.5528258
50	105
51	102.5528258
52	95.45084972
53	84.38926261
54	70.45084972
55	55
56	39.54915028
57	25.61073739
58	14.54915028
59	7.447174185
60	5
61	7.447174185
62	14.54915028
63	25.61073739
64	39.54915028
65	55
66	70.45084972
67	84.38926261
68	95.45084972
69	102.5528258
70	105
71	102.5528258
72	95.45084972
73	84.38926261
74	70.45084972
75	55
76	39.54915028
77	25.61073739
78	14.54915028
79	7.447174185
80	5
81	7.447174185
82	14.54915028
83	25.61073739
84	39.54915028
85	55
86	70.45084972
87	84.38926261
88	95.45084972
89	102.5528258
90	105
91	102.5528258
92	95.45084972
93	84.38926261
94	70.45084972
95	55
96	39.54915028
97	25.61073739
98	14.54915028
99	7.447174185
100	5
101	7.447174185
102	14.54915028
103	25.61073739
104	39.54915028
105	55
106	70.45084972
107	84.38926261
108	95.45084972
109	102.5528258
110	105
111	102.5528258
112	95.45084972
113	84.38926261
114	70.45084972
115	55
116	39.54915028
117	25.61073739
118	14.54915028
119	7.447174185
120	5
121	7.447174185
122	14.54915028
123	25.61073739
124	39.54915028
125	55
126	70.45084972
127	84.38926261
128	95.45084972
129	102.5528258
130	105
131	102.5528258
132	95.45084972
133	84.38926261
134	70.45084972
135	55
136	39.54915028
137	25.61073739
138	14.54915028
139	7.447174185
140	5
141	7.447174185
142	14.54915028
143	25.61073739
144	39.54915028
145	55
146	70.45084972
147	84.38926261
148	95.45084972
149	102.5528258
150	105
151	102.5528258
152	95.45084972
153	84.38926261
154	70.45084972
155	55
156	39.54915028
157	25.61073739
158	14.54915028
159	7.447174185
160	5
161	7.447174185
162	14.54915028
163	25.61073739
164	39.54915028
165	55
166	70.45084972
167	84.38926261
168	95.45084972
169	102.5528258
170	105
171	102.5528258
172	95.45084972
173	84.38926261
174	70.45084972
175	55
176	39.54915028
177	25.61073739
178	14.54915028
179	7.447174185
180	5
181	7.447174185
182	14.54915028
183	25.61073739
184	39.54915028
185	55
186	70.45084972
187	84.38926261
188	95.45084972
189	102.5528258
190	105
191	102.5528258
192	95.45084972
193	84.38926261
194	70.45084972
195	55
196	39.54915028
197	25.61073739
198	14.54915028
199	7.447174185
200	5
201	7.447174185
202	14.54915028
203	25.61073739
204	39.54915028
205	55
206	70.45084972
207	84.38926261
208	95.45084972
209	102.5528258
210	105
211	102.5528258
212	95.45084972
213	84.38926261
214	70.45084972
215	55
216	39.54915028
217	25.61073739
218	14.54915028
219	7.447174185
220	5
221	7.447174185
222	14.54915028
223	25.61073739
